id,name,img,price,shop
4407,"友凡（YOUFAN）三防平板一体机,全加固便携手持工业工控pad军防水防摔笔记本可定制Windows/安卓系统",//img11.360buyimg.com/n7/jfs/t1/142575/4/29960/20434/632a7f4fE5312db0b/2d5f6b6b989853f1.jpg.avif,100,友凡（YOUFAN）京东自营旗舰店
1623,"攀升 定制,办公组装, 企业采购台式机 商务办公主机DIY个性化定制款",//img14.360buyimg.com/n7/jfs/t1/166929/37/28912/152364/6253f4e8Ed2fdd8d8/637b5a38fd479ac0.jpg.avif,109,IPASON攀升电脑京东自营旗舰店
1893,"攀升 定制,办公组装, 企业采购台式机 商务办公主机DIY个性化定制款",//img14.360buyimg.com/n7/jfs/t1/166929/37/28912/152364/6253f4e8Ed2fdd8d8/637b5a38fd479ac0.jpg.avif,109,IPASON攀升电脑京东自营旗舰店
5548,"大水牛（BUBALUS）风睿U2+劲强200W 商务台式主机,机箱电源套装（支持M-ATX/ITX/电源上置/3风扇位）",//img13.360buyimg.com/n7/jfs/t1/101960/16/24893/337533/6225d539E8f3fa14e/b112ecaaffbb36c8.jpg.avif,129,大水牛京东自营旗舰店
5976,"Hoesd.a 【五年质保】显示器,显示屏2k电竞便携屏幕24英寸游戏144hz曲面液晶 【20英寸-窄边框】品牌随机-介意勿拍",//img12.360buyimg.com/n7/jfs/t1/17806/38/18574/89365/6344fc63E503bf06d/28e66f1fdc042e71.jpg.avif,199,Hoesd.a旗舰店
397,"邦梭（BOONSOOAL） 24-32英寸2K4K电竞144Hz高刷曲屏,显示器台式显示屏监控屏幕 19英寸 75Hz 16:9 VGA",//img10.360buyimg.com/n7/jfs/t1/14993/32/19052/107182/631559e1E46c6f80f/6d8bf438c38a4540.jpg.avif,248,邦梭旗舰店
914,"攀升定制游戏DIY主机组装, i5/i7/i7K/i9K可定制 游戏主机DIY个性化定制款",//img12.360buyimg.com/n7/jfs/t1/171769/39/25144/275889/62baae7fEe0f0f662/4ff868786fa8bb03.jpg.avif,279,IPASON攀升电脑京东自营旗舰店
3740,"先科（SAST） 【次日达】20英寸办公,显示器 滤蓝光高清护眼家用监控显示屏幕 20英寸滤蓝光护眼黑色款【HDMI+VGA】",//img12.360buyimg.com/n7/jfs/t1/119228/17/28597/145898/62e50c02E500f4f9d/af6521e863369748.jpg.avif,279,先科显示器旗舰店
1587,"Hoesd.a 【五年质保】显示器,显示屏2k电竞便携屏幕24英寸游戏144hz曲面液晶 【24英寸-75hz-ips-全面屏】直面黑色",//img13.360buyimg.com/n7/jfs/t1/146841/4/30415/80161/6344fc64Eafc38c80/cfe9e7f76b7d148b.jpg.avif,299,Hoesd.a旗舰店
1857,"Hoesd.a 【五年质保】显示器,显示屏2k电竞便携屏幕24英寸游戏144hz曲面液晶 【24英寸-75hz-ips-全面屏】直面黑色",//img13.360buyimg.com/n7/jfs/t1/146841/4/30415/80161/6344fc64Eafc38c80/cfe9e7f76b7d148b.jpg.avif,299,Hoesd.a旗舰店
5958,"Hoesd.a 【五年质保】显示器,显示屏2k电竞便携屏幕24英寸游戏144hz曲面液晶 【24英寸-75Hz-ips-全面屏】直面白色",//img12.360buyimg.com/n7/jfs/t1/162566/37/28138/55323/6344fc68Eee4b21c5/9a4ea180f4281c39.jpg.avif,299,Hoesd.a旗舰店
5302,"Hoesd.a 【五年质保】显示器,显示屏2k电竞便携屏幕24英寸游戏144hz曲面液晶 【24英寸-75Hz-ips-全面屏】曲面黑色",//img10.360buyimg.com/n7/jfs/t1/2031/28/20751/79265/6344fc67Ef5733ebc/ed7a5cf9833368ea.jpg.avif,309,Hoesd.a旗舰店
4069,"凯利科（KLKE） 电竞刷新率,显示器超薄微边框高清hdmi游戏办公设计家用广视角IPS 24曲面高清1080p",//img14.360buyimg.com/n7/jfs/t1/110851/19/27296/105177/62c99d9fEb9088b7d/8940b0772142953e.jpg.avif,328,凯利科电脑办公旗舰店
4278,"凯利科（KLKE） 电竞刷新率,显示器超薄微边框高清hdmi游戏办公设计家用广视角IPS 24曲面高清1080p",//img14.360buyimg.com/n7/jfs/t1/110851/19/27296/105177/62c99d9fEb9088b7d/8940b0772142953e.jpg.avif,328,凯利科电脑办公旗舰店
4793,"【二手9成新】联想戴尔惠普,四核i3i5i7台式机,主机全套商务办公家用游戏整机dnf搬砖游戏机 双核A6 5400+4G+500G单主机",//img14.360buyimg.com/n7/jfs/t1/61408/26/20801/162940/62e336a7E0bab83b8/be926127b8fc086d.jpg.avif,328,极目佳二手电脑专营店
2752,"惠浦（HPC）19.5英寸显示器VGA直面窄边框家用办公高清监控液晶低蓝光台式,显示屏幕",//img10.360buyimg.com/n7/jfs/t1/166611/24/28121/117233/620dbb44Ed5638f0c/f8dfe216028ed733.jpg.avif,339,HPC显示器京东自营旗舰店
3452,"凡卡仕 21.45英寸 75Hz 广视角 低蓝光 可壁挂 微边全面显示屏 家用办公,高清液晶显示器",//img12.360buyimg.com/n7/jfs/t1/40262/39/19629/47500/634389c5E7d63c777/0ca229befbec08c2.jpg.avif,339,凡卡仕（RICRSS）显示器京东自营旗舰店
3476,"电竞显示器24英寸165hz台式机27英寸曲面2K144hz32无边框22,监控屏幕二手99新 电竞曲面24寸75hz1080P",//img11.360buyimg.com/n7/jfs/t1/131898/20/17113/108658/5fbdb524Ea8a53de5/cc76dee81255bfb9.jpg.avif,339,网际二手电脑专营店
2024,艾维娜 英特尔酷睿i5主机 i7级电竞独显直播LOL吃鸡游戏企业办公剪辑家用影音台式机整机 A6高主频/4G/120G固态 网课办公 单主机,//img12.360buyimg.com/n7/jfs/t1/67832/39/21738/74411/6332a31dEfc71b908/03245d33082de76b.jpg.avif,348,展马电脑办公专营店
1929,"BRAVOVIEW 23.8英寸,显示器 75Hz三面微边框直面可壁挂 VGA/HDMI家用液晶监控办公显示屏 CS24FD",//img12.360buyimg.com/n7/jfs/t1/30166/20/18117/89719/6343bffaEd5b46947/2a1a30766f3f78f0.jpg.avif,349,BRAVOVIEW京东自营旗舰店
4633,"惠浦（HPC）21.5英寸显示器75hz直面微边框家用办公高清HDMI监控液晶低蓝光台式,显示屏幕",//img13.360buyimg.com/n7/jfs/t1/114965/26/28900/198335/62eb3d8dE7173142a/5a3c7251845c1064.jpg.avif,349,HPC显示器京东自营旗舰店
4569,"长虹 21.45英寸 办公显示器 FHD全高清 75Hz 微边框广视角 低蓝光爱眼 可壁挂 ,显示屏 22P520F",//img13.360buyimg.com/n7/jfs/t1/140544/34/30170/89429/6344d6e6E06beeba0/70c47f174e25710e.jpg.avif,359,长虹显示器京东自营旗舰店
289,"HPC 惠浦24英寸显示器VGA便携家用办公高清监控液晶低蓝光HDMI台式,显示屏 21.5吋/VGA/家用办公/直面黑色",//img10.360buyimg.com/n7/jfs/t1/48211/13/21710/195321/63216ba8E61cb7840/45e437aedcd381a5.jpg.avif,369,HPC显示器旗舰店
5134,"【准新机】迷你主机,高清四核酷睿i3i5i7台式htpc工控办公商用11代微型mimi 套餐一：酷睿I3/2G内存/60G固态硬盘",//img14.360buyimg.com/n7/jfs/t1/162830/25/24252/304403/61c70b9aE7c434951/645e23fd34d1138f.jpg.avif,385,展马二手电脑专营店
71,"简朵 英特尔酷睿i5/十核/16G内存/RTX2060s办公企业家用游戏台式,主机全套DIY组装机 高效办公一》英特尔四核5420丨120G丨高清核显 标配",//img12.360buyimg.com/n7/jfs/t1/2102/33/19090/132270/634546f6E28d635db/eb46ef3eabffc8ba.jpg.avif,399,硕扬DIY电脑旗舰店
402,"御彩 23.8英寸,显示器 IPS技术 微边框广视角家用办公24寸显示器 工业安防监视器监控显示屏 低蓝光不闪屏",//img14.360buyimg.com/n7/jfs/t1/39135/22/19784/115232/633ff2b2E517b0028/608596c2c34af445.jpg.avif,399,御彩（YUCAI）京东自营旗舰店
1095,"台电（TECLAST） P80T安卓二合一平板,pad 8英寸学生网课学习娱乐影音平板3+32GB 标配",//img13.360buyimg.com/n7/jfs/t1/60823/2/21135/103257/62ff524cE78b49b7b/bef81cd011e3b9a2.jpg.avif,399,台电数码直营旗舰店
1147,"酷耶 台式机,直屏显示器个人商务家用办公台式机,显示器VGA接口 24英寸直屏",//img10.360buyimg.com/n7/jfs/t1/135426/32/24182/377071/62c69753E3180510e/90d8ee077d66f4ca.jpg.avif,399,酷耶电脑旗舰店
1221,"酷开 23.8英寸 IPS硬屏 75Hz刷新率 窄边框 可壁挂 直面高清显示器,办公液晶显示屏 节能低蓝光不闪屏",//img12.360buyimg.com/n7/jfs/t1/98583/26/24394/87398/634391d4Ef0629bb4/12f197e64cbbf223.jpg.avif,399,酷开（coocaa）显示器京东自营旗舰店
1650,"酷开 23.8英寸 75Hz刷新率 广视角 窄边框 可壁挂 直面高清显示器,办公液晶显示屏 节能低蓝光不闪屏C238J",//img10.360buyimg.com/n7/jfs/t1/106687/27/31533/57580/63451479E33709c10/de7d56412a3f79ac.jpg.avif,399,酷开（coocaa）显示器京东自营旗舰店
1790,"酷开 23.8英寸 IPS硬屏 75Hz刷新率 窄边框 可壁挂 直面高清显示器,办公液晶显示屏 节能低蓝光不闪屏",//img12.360buyimg.com/n7/jfs/t1/98583/26/24394/87398/634391d4Ef0629bb4/12f197e64cbbf223.jpg.avif,399,酷开（coocaa）显示器京东自营旗舰店
1920,"酷开 23.8英寸 75Hz刷新率 广视角 窄边框 可壁挂 直面高清显示器,办公液晶显示屏 节能低蓝光不闪屏C238J",//img10.360buyimg.com/n7/jfs/t1/106687/27/31533/57580/63451479E33709c10/de7d56412a3f79ac.jpg.avif,399,酷开（coocaa）显示器京东自营旗舰店
3817,"华橙 英特尔四核/六核/八核/256G/高效办公企业家用游戏台式机,主机DIY组装机 配置一",//img14.360buyimg.com/n7/jfs/t1/191508/15/29033/90722/6340dcb9E470c0dca/542c133cc449b809.png.avif,399,华橙电脑旗舰店
4180,"华橙 英特尔四核/六核/八核/256G/高效办公企业家用游戏台式机,主机DIY组装机 配置一",//img14.360buyimg.com/n7/jfs/t1/191508/15/29033/90722/6340dcb9E470c0dca/542c133cc449b809.png.avif,399,华橙电脑旗舰店
87,"航向者 英特尔i5酷睿i7升八核/GTX1650 4G吃鸡台式,主机DIY组装机全套游戏企业办公 ,主机 套一 intel四核5420丨128固态丨高清核显",//img14.360buyimg.com/n7/jfs/t1/185945/23/28936/150714/63458efaE1c984834/ad534692ddd33fe3.jpg.avif,419,航向者组装电脑旗舰店
4555,"创维（Skyworth）21.45英寸 办公显示器 FHD 75HZ ,显示器 广视角 可壁挂 HDMI全高清液晶显示屏 22X3",//img13.360buyimg.com/n7/jfs/t1/64354/27/21430/78547/6315ef59E55323dd1/4265f64d6f52603a.jpg.avif,419,创维京东自营官方旗舰店
4410,"梵泰（FOTEN） 商用办公家用游戏四核迷你台式,mini PC 单主机套餐 酷睿i3 4G 64G WiFi",//img10.360buyimg.com/n7/jfs/t1/121145/14/22402/93736/6294743dE2fe89837/977d9bdf0728f56b.jpg.avif,439,梵泰电脑官方旗舰店
3196,"联想ThinkPAD二手笔记本,超轻薄便携商务办公设计游戏本大屏幕网课学习本9成新 X201i  酷睿i3+4G+320G 12英寸",//img14.360buyimg.com/n7/jfs/t1/117252/23/27329/363130/62c8e8efEbdbd4836/5898a395967141e3.jpg.avif,458,合硕二手电脑专营店
575,"二手台式,联想 品牌全套四核高配i3 i5i7办公游戏主机独显整套 套餐二",//img12.360buyimg.com/n7/jfs/t1/150052/19/16855/607268/5fc9dfc1E7d30529d/7db93b115504ac9b.png.avif,488,青云二手电脑专营店
3026,"【二手99新】酷睿 i5 i7四核电竞主机独显游戏办公家用 台式机吃鸡 DIY组装机, 单主机 1.奔腾双核限升i3 4G/升120G固态",//img10.360buyimg.com/n7/jfs/t1/8466/30/16957/109747/627de9f0E82ae5b55/84f4fed8f66ef657.jpg.avif,489,犇宏达二手电脑专营店
3217,"宏华（HONUA） Intel酷睿i5高频处理器RTX3050吃鸡游戏家用办公台式组装,主机 主机 配置一：高频强芯+4G内存+高清集显 家用办公",//img12.360buyimg.com/n7/jfs/t1/198883/6/26288/148121/63296fa7Eb4da03e3/0fd4f5217f498883.jpg.avif,498,宏华组装电脑旗舰店
1957,"AOC 21.5英寸 VA广视角 75Hz 原生8bit HDMI接口 TUV认证 可壁挂 快拆支架 节能办公液晶,显示器 22B2HN",//img12.360buyimg.com/n7/jfs/t1/192228/32/26007/230044/62be9f48Eed94e245/80f74976b1ad84f4.jpg.avif,499,AOC京东自营旗舰店
4519,"科睿 (KOORUI) 27英寸显示器  1080P显示屏 75Hz 低蓝光 微边框 经典商务家用办公,显示器 HDMI 27N2A",//img10.360buyimg.com/n7/jfs/t1/27265/12/19739/92286/6345357aEeb1e3a0f/340014db377767c3.jpg.avif,499,KOORUI京东自营旗舰店
4965,"长虹 23.8英寸 内置音箱显示器 FHD全高清 75Hz 双HDMI接口 微边框广视角 低蓝光爱眼 ,显示屏 24P820F",//img10.360buyimg.com/n7/jfs/t1/183946/29/28656/85608/6344d714E06e81fbf/4b7c277109735d3d.jpg.avif,499,长虹显示器京东自营旗舰店
5763,"凡卡仕 27英寸,显示器 75Hz刷新率 低蓝光无闪屏 广视角 窄边微框 可壁挂 高清节能办公显示器",//img12.360buyimg.com/n7/jfs/t1/107799/36/31855/57791/63423be2E2a9ec26f/f3ab796f17c01020.jpg.avif,519,凡卡仕（RICRSS）显示器京东自营旗舰店
3522,"圣黎 办公家具员工桌办公桌椅组合现代简约工作位,桌椅套餐钢架工作位 单人位+活动柜 浅胡桃+暖白",//img10.360buyimg.com/n7/jfs/t1/195424/8/7589/87247/60c1c761E2e12c990/745436782fac0a7a.jpg.avif,520,圣黎旗舰店
3863,"圣技仕 迷你主机ITX微型小,mini台式酷睿四核商用办公家用娱乐便携HTPC云终端整机 套餐三酷睿i5/4g内存/64g固态硬盘",//img14.360buyimg.com/n7/jfs/t1/114451/28/22331/101606/623aa0a7Ea027fd98/a679d35a86500c90.jpg.avif,528,圣技仕电脑官方旗舰店
348,"攀升 23.8英寸 1080P全高清 不闪屏 75HZ LED台式,显示器VGA+HDMI",//img10.360buyimg.com/n7/jfs/t1/165787/34/29939/54013/63101375Ee3e40ac1/8d3571e48e368f4f.jpg.avif,529,IPASON攀升电脑京东自营旗舰店
2827,"飞利浦 21.5英寸 全高清 75Hz 窄边 低蓝光不闪屏 壁挂 HDMI/VGA 网课学习 办公显示器 商务,显示屏 221i8",//img10.360buyimg.com/n7/jfs/t1/40384/13/16721/131095/62cd0dcdE66cdd507/af43fb3a49d3d1a4.jpg.avif,529,飞利浦显示器京东自营旗舰店
215,"联想 小新air 小新pro 轻薄办公本E42学习THINKPAD 二手笔记本, 95新 9】酷睿双核 4G 320G  便携高配 办公推荐",//img10.360buyimg.com/n7/jfs/t1/121442/12/30140/107964/62fdf287E077fc7b4/64e37609a7f4d24a.jpg.avif,538,京兆二手电脑专营店
3090,"联想 Lenovo 二手笔记本Thinkpad轻薄学习商务办公游戏笔记本, 95新 8】酷睿双核 4G 320G 粉丝推荐款",//img12.360buyimg.com/n7/jfs/t1/180203/28/26239/86372/62fded35Eab0239eb/55e64f3a68ca6cce.jpg.avif,538,京兆二手电脑专营店
3177,"联想Thinkpad i5轻薄便携商务办公游戏超薄二手笔记本, 95新 5】酷睿双核/4G/320G/高清显卡 限量抢",//img11.360buyimg.com/n7/jfs/t1/44194/4/19793/103995/6340f4f5E8ae78522/2d677561907a4385.jpg.avif,538,万科二手电脑专营店
3588,"小米 Redmi 23.8英寸显示器 A24 75Hz刷新率 三微边设计 轻薄机身 ,办公显示器显示屏 红米",//img11.360buyimg.com/n7/jfs/t1/200609/37/28126/42753/63428386E3caa4704/343073bf9c898a10.jpg.avif,539,小米京东自营旗舰店
3345,"联想(Lenovo)二手笔记本 Thinkpad i3 i5轻薄便携商务办公游戏超薄二手笔记本, 2】双核/4G/320G机械  高性价比 限量款 现货速发 9成新",//img11.360buyimg.com/n7/jfs/t1/52776/11/20434/181421/62f52e34Ee78df935/d8aeb1c7239a394c.jpg.avif,546,鼎胜二手电脑专营店
1438,"联想Lenovo二手笔记本,14寸轻薄便携商务办公本家用学生网课休闲游戏设计本待机持久性能优越 1】酷睿双核4G 320G硬盘 热门抢手款 联想办公休闲娱",//img13.360buyimg.com/n7/jfs/t1/57152/38/19673/202260/62ae84d0Ec8bca340/54ebf17c65a2bf14.jpg.avif,548,华冠二手电脑专营店
1347,"英酷达 （INCUDA）酷睿I5迷你主机台式机微型,四核mini主机商用办公娱乐家用htpc云终端 套餐一/酷睿I5/4G内存/64G固态硬盘",//img11.360buyimg.com/n7/jfs/t1/78965/9/18033/88245/626e0628Eef827fcf/372375de6dd4104e.jpg.avif,549,英酷达电脑官方旗舰店
4090,"京天华盛 23.8英寸 IPS直面屏 三微边技术 低蓝光 HDMI接口 ,办公显示器 高清显示屏K24S90",//img13.360buyimg.com/n7/jfs/t1/197151/1/27723/66210/632adc60E53303c79/26a4368963f659dc.jpg.avif,549,京天华盛京东自营旗舰店
4984,"二手台式,联想 品牌全套四核高配i3 i5i7办公游戏主机独显整套 套餐三",//img13.360buyimg.com/n7/jfs/t1/150052/19/16855/607268/5fc9dfc1E7d30529d/7db93b115504ac9b.png.avif,558,青云二手电脑专营店
1291,"酷开 27英寸 IPS硬屏 75Hz刷新率 窄边框 可壁挂 直面高清显示器,办公液晶显示屏 节能低蓝光不闪屏",//img10.360buyimg.com/n7/jfs/t1/151380/20/26534/43360/63451840E49e11919/589dcbba6a0ac118.jpg.avif,559,酷开（coocaa）显示器京东自营旗舰店
2018,"【当日达】14英寸超薄平板,二合一安卓超清全面屏全网通5gwifi十核游戏办公学生网课学习机烽想 【薄荷绿128g】定制皮套+蓝牙键盘+分期免息 【双",//img14.360buyimg.com/n7/jfs/t1/89483/29/32007/116082/6336acd4E22304af2/583ddfcf14960cb6.jpg.avif,560,嘉雯电脑办公专营店
984,"英酷达 台式,主机四核独显办公家用游戏组装迷你小主机微型吃鸡全套HTPC 单主机 办公家用- 双核A4/8G/128G/2G显存",//img10.360buyimg.com/n7/jfs/t1/169199/10/15978/166720/6066b33bE0074ebdb/3478ac6693ba15c7.png.avif,568,英酷达电脑官方旗舰店
3955,"英酷达 （INCUDA）酷睿I5迷你主机台式机微型,四核mini主机商用办公娱乐家用htpc云终端 套餐五/酷睿I3/4G内存/128G固态硬盘",//img11.360buyimg.com/n7/jfs/t1/50463/32/17870/86937/627e48bdEabbfc4b0/ed77331fb938551c.jpg.avif,568,英酷达电脑官方旗舰店
4779,"梵泰（FOTEN） 商用办公家用游戏四核迷你台式,mini PC 单主机套餐 酷睿i3 4G 128G WiFi",//img11.360buyimg.com/n7/jfs/t1/121145/14/22402/93736/6294743dE2fe89837/977d9bdf0728f56b.jpg.avif,568,梵泰电脑官方旗舰店
1015,"【当日达】2023新款12+512G超薄14英寸4K全面屏5G全网通娱乐办公二合一第三星种平板, 流光银丨12+128G丨12英寸+定制原装鼠标键盘",//img12.360buyimg.com/n7/jfs/t1/3169/13/20453/81797/6309ce50E0409f2d3/ae692ddc8d1f07b0.jpg.avif,570,超时空电脑办公专营店
1083,"苍影 i9十核RTX2060\/16G\M2固态游戏办公直播家用台式组装,主机吃鸡,台式整机全套 单主机 套餐一",//img14.360buyimg.com/n7/jfs/t1/151211/32/30420/132642/63366490E6457505e/579214ba7e27f04b.jpg.avif,588,苍影官方旗舰店
5330,"盈驰 迷你小主机独显便携式台式,高清视频游戏微型,家用办公mini HTPC小型内置wifi上网 【家用办公】i3/4G内存/64G固态",//img12.360buyimg.com/n7/jfs/t1/172349/3/10296/233420/60a33834E8a34aeae/f9b08fe382cc5ca9.jpg.avif,598,盈驰旗舰店
837,"彩冠 迷你主机小, 客厅家用办公台式机 htpc minipc微型组装便携计算机 云终端桌面工控机 【套餐一】i3 4G 128G固态/wifi",//img12.360buyimg.com/n7/jfs/t1/187043/30/26927/312270/62d21adcE5c5ee5b9/a1a969cbc18034b5.png.avif,599,中盾工控一体机专营店
1561,"飞利浦 23.8英寸 LGD-IPS FHD 75Hz TUV认证低蓝光 VGA/DVI/HDMI 网课 办公显示器 商务,显示屏 243V7QDSB",//img10.360buyimg.com/n7/jfs/t1/211551/30/25595/101898/630d9e6eEbfd5958e/d007b91b042dd267.jpg.avif,599,飞利浦显示器京东自营旗舰店
1581,"辉夏 酷睿I7\/1070 8G,主机组装家用网吧LOL游戏直播电竞吃鸡主机设计办公台式,全套 套餐二",//img13.360buyimg.com/n7/jfs/t1/64271/28/22320/126616/6322dc47E5d1e5298/d1ea19bf5d45dd18.jpg.avif,599,辉夏组装电脑官方旗舰店
1831,"飞利浦 23.8英寸 LGD-IPS FHD 75Hz TUV认证低蓝光 VGA/DVI/HDMI 网课 办公显示器 商务,显示屏 243V7QDSB",//img10.360buyimg.com/n7/jfs/t1/211551/30/25595/101898/630d9e6eEbfd5958e/d007b91b042dd267.jpg.avif,599,飞利浦显示器京东自营旗舰店
1851,"辉夏 酷睿I7\/1070 8G,主机组装家用网吧LOL游戏直播电竞吃鸡主机设计办公台式,全套 套餐二",//img13.360buyimg.com/n7/jfs/t1/64271/28/22320/126616/6322dc47E5d1e5298/d1ea19bf5d45dd18.jpg.avif,599,辉夏组装电脑官方旗舰店
2352,"宝贝猫 八核酷睿i5i7i9台式机,独显主机全套DIY组装机游戏电竞畅玩吃鸡LOL D1- intel双核 4G 128G【家用办公】",//img11.360buyimg.com/n7/jfs/t1/124891/27/31131/89614/630c6937Eea40cb09/e72cd74d97d2bc84.jpg.avif,599,十度一体机专营店
2412,"宝贝猫 八核酷睿i5i7i9台式机,独显主机全套DIY组装机游戏电竞畅玩吃鸡LOL D1- intel双核 4G 128G【家用办公】",//img11.360buyimg.com/n7/jfs/t1/124891/27/31131/89614/630c6937Eea40cb09/e72cd74d97d2bc84.jpg.avif,599,十度一体机专营店
2823,"京天 K24 23.8英寸 75Hz HDMI高清接口 广视角窄边框显示屏 ,液晶显示器",//img14.360buyimg.com/n7/jfs/t1/53503/1/18926/66332/62a077a8E6d382bba/12b9e2b78b1c596a.jpg.avif,599,京天（KOTIN）电脑京东自营旗舰店
3307,"酷开 31.5英寸 高清8Bit色彩 广视角 窄边框 可壁挂 直面高清显示器,办公液晶显示屏 节能低蓝光不闪屏",//img14.360buyimg.com/n7/jfs/t1/51589/27/17330/54213/63451648E363188da/56de49ba4b4afbd4.jpg.avif,599,酷开（coocaa）显示器京东自营旗舰店
4097,"HKC 23.6英寸 144Hz专业电竞 1080p高清 1800R曲面屏幕 hdmi吃鸡游戏 不闪屏 台式液晶,显示器 GF40",//img14.360buyimg.com/n7/jfs/t1/123722/13/32338/111168/63450a30E34ab04db/9b02248e4e21bb13.jpg.avif,599,HKC京东自营旗舰店
5185,"三星（SAMSUNG）24英寸 爱眼不闪屏 滤蓝光 HDMI接口 S31A ,办公显示器 S24A310NHC",//img14.360buyimg.com/n7/jfs/t1/198728/6/27271/51016/63442429E73455570/351152c1b3d5da6c.jpg.avif,599,三星显示器京东自营旗舰店
5195,"航向者 intel四核/六核/八核企业商用多屏炒股办公家用游戏台式,主机DIY组装机整机全套",//img14.360buyimg.com/n7/jfs/t1/208135/13/26339/132674/631063a5E461986b0/cfea12c8d82668a4.jpg.avif,599,航向者组装电脑旗舰店
1337,"【同城送】14英寸12+512g平板,二合一超清4k全面屏全网通5g十核游戏办公网课学习平板兰本 亚丁绿丨12+128g丨分期免息+原装专用蓝牙键盘 12英寸全网",//img12.360buyimg.com/n7/jfs/t1/219489/1/21425/97138/632c1c1aE996f5080/e8dc9cb55294b5da.jpg.avif,600,唯品时代平板电脑专营店
2712,"梵泰（FOTEN） 商用办公家用游戏四核迷你台式,mini PC 单主机套餐 酷睿i5 4G 128G WiFi",//img10.360buyimg.com/n7/jfs/t1/121145/14/22402/93736/6294743dE2fe89837/977d9bdf0728f56b.jpg.avif,609,梵泰电脑官方旗舰店
933,"梵泰（FOTEN） 商用办公家用游戏台式组装,迷你主机套装 单主机 套餐一：A8四核/8G/120G固态硬盘/2G核显",//img12.360buyimg.com/n7/jfs/t1/157095/1/28970/232799/624ac26eE10681e33/60290aa23faadfac.jpg.avif,618,梵泰电脑官方旗舰店
3693,"【准新机】圣技仕一体机,整机11代酷睿i5i3AMD四核8G办公商务影音娱乐游戏电竞LOL吃鸡设计 19英寸套餐1平面酷睿i3/2g内存/64g固态",//img14.360buyimg.com/n7/jfs/t1/170363/23/5111/178401/6016bdf2E3e93acd4/f81526e26b173008.jpg.avif,618,易斯达二手电脑专营店
4878,"联想Thinkpad i5轻薄便携商务办公游戏超薄二手笔记本, 95新 1】酷睿双核/4G/120G 10s开机",//img12.360buyimg.com/n7/jfs/t1/63138/27/18939/270436/62af5c8fE5db65d2c/138cf072983ff460.jpg.avif,618,万科二手电脑专营店
1974,"圣技仕 （SAUGES）一体机,窄边框四核19-24英寸酷睿办公商务家用设计游戏电竞LOL吃鸡整机 19英寸平面酷睿i3/2G内存/64G固态套餐1",//img10.360buyimg.com/n7/jfs/t1/117599/18/28349/120998/62e90fe8E86252634/46f03428be481b53.jpg.avif,648,圣技仕电脑官方旗舰店
